file,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
modules/openxr/editor/openxr_action_set_editor.c,modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40,88882,modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40,88882
modules/gdscript/editor/gdscript_docgen.c,modules/gdscript/editor/gdscript_docgen.c,2,24,94,120,138263,modules/gdscript/editor/gdscript_docgen.c,12,24,94,130,136335
thirdparty/libwebp/src/enc/picture_rescale_enc.c,thirdparty/libwebp/src/enc/picture_rescale_enc.c,0,0,1,1,9049,thirdparty/libwebp/src/enc/picture_rescale_enc.c,2,0,1,3,6979
servers/rendering/renderer_rd/storage_rd/material_storage.c,servers/rendering/renderer_rd/storage_rd/material_storage.c,8,131,265,404,300864,servers/rendering/renderer_rd/storage_rd/material_storage.c,16,131,265,412,299155
editor/import/3d/scene_import_settings.c,editor/import/3d/scene_import_settings.c,47,41,130,218,371169,editor/import/3d/scene_import_settings.c,70,41,124,235,343270
thirdparty/pcre2/src/pcre2_jit_compile_16.c,thirdparty/pcre2/src/pcre2_jit_compile_16.c,65,44,134,243,340671,thirdparty/pcre2/src/pcre2_jit_compile_16.c,70,44,134,248,338714
thirdparty/jolt_physics/jolt/physics/collision/shape/convexshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexShape.c,9,22,59,90,118870,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexShape.c,9,22,59,90,118870
editor/plugins/animation_library_editor.c,editor/plugins/animation_library_editor.c,28,42,99,169,197374,editor/plugins/animation_library_editor.c,34,43,98,175,195987
editor/export/editor_export_platform_extension.c,editor/export/editor_export_platform_extension.c,4,3,34,41,206645,editor/export/editor_export_platform_extension.c,5,3,34,42,205361
thirdparty/harfbuzz/src/hb-subset-cff-common.c,thirdparty/harfbuzz/src/hb-subset-cff-common.c,6,5,29,40,17905,thirdparty/harfbuzz/src/hb-subset-cff-common.c,7,5,29,41,17809
servers/display_server.c,servers/display_server.c,3,8,58,69,842307,servers/display_server.c,8,7,58,73,839297
thirdparty/jolt_physics/jolt/physics/collision/shape/shape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/Shape.c,33,24,56,113,72410,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/Shape.c,42,24,56,122,69566
thirdparty/glslang/glslang/machineindependent/constant.c,thirdparty/glslang/glslang/MachineIndependent/Constant.c,12,9,66,87,143999,thirdparty/glslang/glslang/MachineIndependent/Constant.c,28,9,66,103,143181
modules/openxr/extensions/openxr_debug_utils_extension.c,modules/openxr/extensions/openxr_debug_utils_extension.c,0,3,7,10,19451,modules/openxr/extensions/openxr_debug_utils_extension.c,2,3,7,12,19290
editor/group_settings_editor.c,editor/group_settings_editor.c,12,24,88,124,145028,editor/group_settings_editor.c,12,24,88,124,145028
core/variant/variant_setget.c,core/variant/variant_setget.c,0,6,34,40,193068,core/variant/variant_setget.c,4,6,34,44,192799
thirdparty/jolt_physics/jolt/skeleton/skeletonmapper.c,thirdparty/jolt_physics/Jolt/Skeleton/SkeletonMapper.c,4,7,21,32,22233,thirdparty/jolt_physics/Jolt/Skeleton/SkeletonMapper.c,11,7,21,39,21737
thirdparty/recastnavigation/recast/source/recastmeshdetail.c,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,3,7,46,56,29638,thirdparty/recastnavigation/Recast/Source/RecastMeshDetail.c,3,7,46,56,29638
scene/main/scene_tree.c,scene/main/scene_tree.c,15,58,169,242,420929,scene/main/scene_tree.c,17,57,165,239,418824
modules/openxr/editor/openxr_interaction_profile_editor.c,modules/openxr/editor/openxr_interaction_profile_editor.c,17,13,32,62,98497,modules/openxr/editor/openxr_interaction_profile_editor.c,17,13,32,62,98497
scene/gui/aspect_ratio_container.c,scene/gui/aspect_ratio_container.c,7,1,13,21,66377,scene/gui/aspect_ratio_container.c,8,1,13,22,66138
thirdparty/openxr/src/external/jsoncpp/src/lib_json/json_reader.c,thirdparty/openxr/src/external/jsoncpp/src/lib_json/json_reader.c,8,41,82,131,120262,thirdparty/openxr/src/external/jsoncpp/src/lib_json/json_reader.c,20,41,82,143,118842
thirdparty/jolt_physics/jolt/geometry/convexhullbuilder.c,thirdparty/jolt_physics/Jolt/Geometry/ConvexHullBuilder.c,10,17,50,77,37608,thirdparty/jolt_physics/Jolt/Geometry/ConvexHullBuilder.c,12,17,50,79,37198
scene/gui/check_box.c,scene/gui/check_box.c,7,0,8,15,46977,scene/gui/check_box.c,12,0,8,20,44612
scene/main/window.c,scene/main/window.c,11,95,243,349,796684,scene/main/window.c,19,96,235,350,785076
thirdparty/openxr/src/loader/manifest_file.c,thirdparty/openxr/src/loader/manifest_file.c,5,7,61,73,78545,thirdparty/openxr/src/loader/manifest_file.c,12,7,61,80,77112
editor/plugins/tiles/tile_set_atlas_source_editor.c,editor/plugins/tiles/tile_set_atlas_source_editor.c,44,71,237,352,447867,editor/plugins/tiles/tile_set_atlas_source_editor.c,44,71,237,352,447867
scene/resources/multimesh.c,scene/resources/multimesh.c,4,0,20,24,207134,scene/resources/multimesh.c,5,0,20,25,206440
editor/import_defaults_editor.c,editor/import_defaults_editor.c,12,16,51,79,80869,editor/import_defaults_editor.c,16,16,51,83,80275
editor/editor_resource_picker.c,editor/editor_resource_picker.c,25,25,88,138,291777,editor/editor_resource_picker.c,25,25,88,138,291777
thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,94,62,100,256,560910,thirdparty/embree/kernels/bvh/bvh_intersector_hybrid4_bvh4.c,101,62,100,263,556924
scene/resources/particle_process_material.c,scene/resources/particle_process_material.c,6,11,41,58,449853,scene/resources/particle_process_material.c,32,11,41,84,442173
thirdparty/harfbuzz/src/hb-map.c,thirdparty/harfbuzz/src/hb-map.c,3,10,21,34,16631,thirdparty/harfbuzz/src/hb-map.c,4,10,21,35,16533
editor/plugins/path_3d_editor_plugin.c,editor/plugins/path_3d_editor_plugin.c,17,12,40,69,152408,editor/plugins/path_3d_editor_plugin.c,17,12,40,69,152408
editor/scene_create_dialog.c,editor/scene_create_dialog.c,14,6,13,33,70013,editor/scene_create_dialog.c,21,6,12,39,68630
scene/2d/physics/joints/damped_spring_joint_2d.c,scene/2d/physics/joints/damped_spring_joint_2d.c,6,0,15,21,44169,scene/2d/physics/joints/damped_spring_joint_2d.c,8,0,15,23,44015
thirdparty/recastnavigation/recast/source/recastcontour.c,thirdparty/recastnavigation/Recast/Source/RecastContour.c,1,4,35,40,19910,thirdparty/recastnavigation/Recast/Source/RecastContour.c,1,4,35,40,19910
modules/gltf/extensions/physics/gltf_document_extension_physics.c,modules/gltf/extensions/physics/gltf_document_extension_physics.c,12,6,11,29,80129,modules/gltf/extensions/physics/gltf_document_extension_physics.c,13,6,11,30,76675
thirdparty/freetype/src/lzw/ftlzw.c,thirdparty/freetype/src/lzw/ftlzw.c,3,3,2,8,7139,thirdparty/freetype/src/lzw/ftlzw.c,4,3,2,9,7083
thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,8,19,118,145,72659,thirdparty/basis_universal/encoder/basisu_astc_hdr_enc.c,11,19,118,148,72142
thirdparty/manifold/src/sort.c,thirdparty/manifold/src/sort.c,17,50,85,152,93236,thirdparty/manifold/src/sort.c,17,50,85,152,93236
core/debugger/script_debugger.c,core/debugger/script_debugger.c,0,6,24,30,26614,core/debugger/script_debugger.c,4,6,24,34,25757
scene/gui/tree.c,scene/gui/tree.c,67,48,146,261,1034431,scene/gui/tree.c,69,47,141,257,1024382
editor/plugins/shader_editor_plugin.c,editor/plugins/shader_editor_plugin.c,24,37,50,111,145984,editor/plugins/shader_editor_plugin.c,35,37,50,122,140857
editor/debugger/debug_adapter/debug_adapter_protocol.c,editor/debugger/debug_adapter/debug_adapter_protocol.c,23,69,101,193,235188,editor/debugger/debug_adapter/debug_adapter_protocol.c,24,69,101,194,232563
scene/resources/2d/skeleton/skeleton_modification_2d_lookat.c,scene/resources/2d/skeleton/skeleton_modification_2d_lookat.c,5,1,10,16,74752,scene/resources/2d/skeleton/skeleton_modification_2d_lookat.c,6,1,10,17,74443
servers/rendering/shader_preprocessor.c,servers/rendering/shader_preprocessor.c,6,33,81,120,149250,servers/rendering/shader_preprocessor.c,24,33,81,138,146558
thirdparty/libwebp/src/dsp/upsampling_sse2.c,thirdparty/libwebp/src/dsp/upsampling_sse2.c,7,0,14,21,86990,thirdparty/libwebp/src/dsp/upsampling_sse2.c,35,0,14,49,75846
thirdparty/jolt_physics/jolt/physics/vehicle/vehicletransmission.c,thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleTransmission.c,0,0,1,1,5189,thirdparty/jolt_physics/Jolt/Physics/Vehicle/VehicleTransmission.c,0,0,1,1,5189
scene/3d/audio_stream_player_3d.c,scene/3d/audio_stream_player_3d.c,5,8,47,60,208962,scene/3d/audio_stream_player_3d.c,6,8,47,61,208196
thirdparty/glslang/glslang/machineindependent/preprocessor/pp.c,thirdparty/glslang/glslang/MachineIndependent/preprocessor/Pp.c,11,20,86,117,102074,thirdparty/glslang/glslang/MachineIndependent/preprocessor/Pp.c,16,20,86,122,101492
scene/main/canvas_item.c,scene/main/canvas_item.c,11,24,112,147,665412,scene/main/canvas_item.c,25,24,112,161,662473
thirdparty/astcenc/astcenc_block_sizes.c,thirdparty/astcenc/astcenc_block_sizes.c,6,3,44,53,14381,thirdparty/astcenc/astcenc_block_sizes.c,8,3,44,55,14287
modules/gltf/extensions/physics/gltf_physics_body.c,modules/gltf/extensions/physics/gltf_physics_body.c,5,0,9,14,116770,modules/gltf/extensions/physics/gltf_physics_body.c,11,0,9,20,113784
thirdparty/zstd/decompress/huf_decompress.c,thirdparty/zstd/decompress/huf_decompress.c,35,2,102,139,91229,thirdparty/zstd/decompress/huf_decompress.c,46,2,102,150,89489
editor/editor_log.c,editor/editor_log.c,19,16,45,80,100713,editor/editor_log.c,19,16,45,80,100713
thirdparty/freetype/src/sfnt/sfnt.c,thirdparty/freetype/src/sfnt/sfnt.c,14,44,141,199,142960,thirdparty/freetype/src/sfnt/sfnt.c,27,44,141,212,141602
modules/godot_physics_3d/godot_space_3d.c,modules/godot_physics_3d/godot_space_3d.c,10,17,61,88,82807,modules/godot_physics_3d/godot_space_3d.c,12,17,61,90,82368
modules/fbx/editor/editor_scene_importer_fbx2gltf.c,modules/fbx/editor/editor_scene_importer_fbx2gltf.c,8,10,34,52,55617,modules/fbx/editor/editor_scene_importer_fbx2gltf.c,9,10,34,53,54959
thirdparty/zlib/deflate.c,thirdparty/zlib/deflate.c,2,8,18,28,35348,thirdparty/zlib/deflate.c,5,8,18,31,34882
scene/resources/3d/sky_material.c,scene/resources/3d/sky_material.c,7,3,9,19,131919,scene/resources/3d/sky_material.c,8,3,9,20,131425
editor/plugins/animation_blend_space_1d_editor.c,editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129,135420,editor/plugins/animation_blend_space_1d_editor.c,15,33,81,129,135420
thirdparty/jolt_physics/jolt/physics/collision/shape/taperedcylindershape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCylinderShape.c,0,3,6,9,29229,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TaperedCylinderShape.c,2,3,6,11,29005
modules/minimp3/audio_stream_mp3.c,modules/minimp3/audio_stream_mp3.c,18,10,90,118,171639,modules/minimp3/audio_stream_mp3.c,22,8,86,116,159887
editor/editor_translation_parser.c,editor/editor_translation_parser.c,8,11,39,58,74324,editor/editor_translation_parser.c,9,11,39,59,73860
modules/bcdec/image_decompress_bcdec.c,modules/bcdec/image_decompress_bcdec.c,0,1,35,36,27398,modules/bcdec/image_decompress_bcdec.c,2,1,35,38,27357
scene/gui/popup_menu.c,scene/gui/popup_menu.c,18,27,95,140,587975,scene/gui/popup_menu.c,19,26,76,121,572603
modules/openxr/editor/openxr_binding_modifiers_dialog.c,modules/openxr/editor/openxr_binding_modifiers_dialog.c,11,5,12,28,59542,modules/openxr/editor/openxr_binding_modifiers_dialog.c,11,5,12,28,59542
servers/audio/effects/audio_effect_eq.c,servers/audio/effects/audio_effect_eq.c,9,8,29,46,74985,servers/audio/effects/audio_effect_eq.c,10,8,29,47,74619
servers/rendering/renderer_rd/storage_rd/light_storage.c,servers/rendering/renderer_rd/storage_rd/light_storage.c,5,40,138,183,223510,servers/rendering/renderer_rd/storage_rd/light_storage.c,18,40,138,196,220909
thirdparty/libpng/pngerror.c,thirdparty/libpng/pngerror.c,0,1,16,17,7660,thirdparty/libpng/pngerror.c,1,1,16,18,7591
scene/gui/base_button.c,scene/gui/base_button.c,10,10,27,47,162429,scene/gui/base_button.c,10,10,27,47,162429
servers/navigation_server_2d.c,servers/navigation_server_2d.c,12,7,40,59,366262,servers/navigation_server_2d.c,12,7,40,59,366262
editor/plugins/voxel_gi_editor_plugin.c,editor/plugins/voxel_gi_editor_plugin.c,8,4,14,26,44185,editor/plugins/voxel_gi_editor_plugin.c,11,4,14,29,43783
modules/gltf/structures/gltf_animation.c,modules/gltf/structures/gltf_animation.c,4,0,17,21,63713,modules/gltf/structures/gltf_animation.c,5,0,17,22,62829
thirdparty/manifold/src/boolean3.c,thirdparty/manifold/src/boolean3.c,3,18,38,59,34869,thirdparty/manifold/src/boolean3.c,6,18,38,62,34511
editor/export/editor_export_preset.c,editor/export/editor_export_preset.c,7,17,68,92,169797,editor/export/editor_export_preset.c,8,17,67,92,165841
modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,1,3,17,21,17033,modules/jolt_physics/shapes/jolt_height_map_shape_3d.c,3,3,17,23,16895
scene/2d/physics/static_body_2d.c,scene/2d/physics/static_body_2d.c,13,4,20,37,86340,scene/2d/physics/static_body_2d.c,17,4,20,41,85774
servers/audio/audio_stream.c,servers/audio/audio_stream.c,19,16,56,91,347916,servers/audio/audio_stream.c,23,16,56,95,345328
modules/jolt_physics/jolt_physics_server_3d.c,modules/jolt_physics/jolt_physics_server_3d.c,3,9,41,53,160298,modules/jolt_physics/jolt_physics_server_3d.c,10,9,41,60,159317
scene/animation/tween.c,scene/animation/tween.c,10,6,31,47,308813,scene/animation/tween.c,10,6,31,47,308813
core/io/resource_loader.c,core/io/resource_loader.c,13,43,150,206,261085,core/io/resource_loader.c,16,43,150,209,259446
platform/linuxbsd/freedesktop_portal_desktop.c,platform/linuxbsd/freedesktop_portal_desktop.c,4,13,57,74,79138,platform/linuxbsd/freedesktop_portal_desktop.c,8,13,57,78,78561
servers/rendering/storage/render_scene_data.c,servers/rendering/storage/render_scene_data.c,3,2,22,27,101074,servers/rendering/storage/render_scene_data.c,8,2,22,32,100766
scene/2d/physics/physical_bone_2d.c,scene/2d/physics/physical_bone_2d.c,8,2,19,29,72552,scene/2d/physics/physical_bone_2d.c,10,2,19,31,72218
modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,7,11,51,69,82586,modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,7,11,51,69,82546
platform/android/export/export_plugin.c,platform/android/export/export_plugin.c,22,24,143,189,443233,platform/android/export/export_plugin.c,32,23,143,198,435132
core/input/input_map.c,core/input/input_map.c,5,15,75,95,187461,core/input/input_map.c,6,15,75,96,186249
editor/plugins/tiles/tile_atlas_view.c,editor/plugins/tiles/tile_atlas_view.c,10,27,68,105,118880,editor/plugins/tiles/tile_atlas_view.c,16,20,58,94,116189
scene/3d/voxelizer.c,scene/3d/voxelizer.c,6,14,82,102,103571,scene/3d/voxelizer.c,18,14,79,111,100701
scene/2d/navigation_region_2d.c,scene/2d/navigation_region_2d.c,11,7,37,55,169446,scene/2d/navigation_region_2d.c,11,7,37,55,169446
thirdparty/icu4c/common/umutablecptrie.c,thirdparty/icu4c/common/umutablecptrie.c,3,41,67,111,33880,thirdparty/icu4c/common/umutablecptrie.c,7,41,67,115,33366
thirdparty/openxr/src/common/object_info.c,thirdparty/openxr/src/common/object_info.c,6,8,22,36,33565,thirdparty/openxr/src/common/object_info.c,7,8,22,37,32511
editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,7,2,12,21,43029,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,14,2,12,28,42294
editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,11,26,58,95,128703,editor/import/3d/post_import_plugin_skeleton_rest_fixer.c,15,26,58,99,128151
thirdparty/glslang/glslang/machineindependent/glslang_tab.c,thirdparty/glslang/glslang/MachineIndependent/glslang_tab.c,23,9,66,98,427885,thirdparty/glslang/glslang/MachineIndependent/glslang_tab.c,28,9,63,100,422053
modules/godot_physics_2d/godot_shape_2d.c,modules/godot_physics_2d/godot_shape_2d.c,11,22,59,92,78090,modules/godot_physics_2d/godot_shape_2d.c,14,22,59,95,76984
thirdparty/brotli/dec/huffman.c,thirdparty/brotli/dec/huffman.c,2,0,14,16,4351,thirdparty/brotli/dec/huffman.c,3,0,14,17,4154
modules/raycast/raycast_occlusion_cull.c,modules/raycast/raycast_occlusion_cull.c,3,20,83,106,112043,modules/raycast/raycast_occlusion_cull.c,3,20,83,106,112043
thirdparty/astcenc/astcenc_entry.c,thirdparty/astcenc/astcenc_entry.c,3,3,12,18,23648,thirdparty/astcenc/astcenc_entry.c,3,3,12,18,23644
scene/2d/gpu_particles_2d.c,scene/2d/gpu_particles_2d.c,5,6,21,32,234275,scene/2d/gpu_particles_2d.c,7,6,21,34,227452
scene/2d/physics/character_body_2d.c,scene/2d/physics/character_body_2d.c,10,6,22,38,202105,scene/2d/physics/character_body_2d.c,16,6,22,44,201000
editoreditor_node.c,editoreditor_node.c,104,166,424,694,909630,editoreditor_node.c,104,166,424,694,909630
thirdparty/wslay/wslay_event.c,thirdparty/wslay/wslay_event.c,0,9,4,13,15070,thirdparty/wslay/wslay_event.c,4,9,4,17,14922
scene/3d/visual_instance_3d.c,scene/3d/visual_instance_3d.c,6,9,33,48,236543,scene/3d/visual_instance_3d.c,8,9,33,50,235449
scene/resources/3d/mesh_library.c,scene/resources/3d/mesh_library.c,37,35,36,108,220699,scene/resources/3d/mesh_library.c,38,35,36,109,219358
modules/godot_physics_3d/godot_collision_object_3d.c,modules/godot_physics_3d/godot_collision_object_3d.c,1,6,11,18,14430,modules/godot_physics_3d/godot_collision_object_3d.c,3,6,11,20,14366
thirdparty/glslang/glslang/machineindependent/symboltable.c,thirdparty/glslang/glslang/MachineIndependent/SymbolTable.c,43,19,85,147,184055,thirdparty/glslang/glslang/MachineIndependent/SymbolTable.c,46,15,67,128,137200
thirdparty/manifold/src/impl.c,thirdparty/manifold/src/impl.c,15,40,91,146,100264,thirdparty/manifold/src/impl.c,24,40,91,155,97796
thirdparty/jolt_physics/jolt/physics/body/massproperties.c,thirdparty/jolt_physics/Jolt/Physics/Body/MassProperties.c,0,1,12,13,9549,thirdparty/jolt_physics/Jolt/Physics/Body/MassProperties.c,0,1,12,13,9549
thirdparty/embree/kernels/common/scene.c,thirdparty/embree/kernels/common/scene.c,1,29,26,56,56082,thirdparty/embree/kernels/common/scene.c,1,29,26,56,56082
thirdparty/libvorbis/sharedbook.c,thirdparty/libvorbis/sharedbook.c,5,4,10,19,5954,thirdparty/libvorbis/sharedbook.c,6,4,10,20,5792
scene/resources/3d/world_boundary_shape_3d.c,scene/resources/3d/world_boundary_shape_3d.c,5,0,12,17,39851,scene/resources/3d/world_boundary_shape_3d.c,6,0,12,18,39701
thirdparty/jolt_physics/jolt/physics/character/charactervirtual.c,thirdparty/jolt_physics/Jolt/Physics/Character/CharacterVirtual.c,18,17,28,63,102605,thirdparty/jolt_physics/Jolt/Physics/Character/CharacterVirtual.c,23,17,28,68,102183
core/io/marshalls.c,core/io/marshalls.c,4,8,290,302,121404,core/io/marshalls.c,4,8,290,302,121329
platform/linuxbsd/x11/display_server_x11.c,platform/linuxbsd/x11/display_server_x11.c,42,77,181,300,338861,platform/linuxbsd/x11/display_server_x11.c,56,77,181,314,333978
scene/3d/mesh_instance_3d.c,scene/3d/mesh_instance_3d.c,21,8,58,87,227268,scene/3d/mesh_instance_3d.c,23,8,58,89,225642
thirdparty/libvorbis/block.c,thirdparty/libvorbis/block.c,3,9,19,31,14369,thirdparty/libvorbis/block.c,4,9,19,32,14259
thirdparty/libogg/framing.c,thirdparty/libogg/framing.c,2,3,11,16,10755,thirdparty/libogg/framing.c,4,3,11,18,10675
scene/resources/2d/tile_set.c,scene/resources/2d/tile_set.c,117,237,708,1062,1751213,scene/resources/2d/tile_set.c,173,237,704,1114,1732198
core/string/translation_server.c,core/string/translation_server.c,3,18,72,93,209345,core/string/translation_server.c,6,18,72,96,207431
editor/plugins/text_shader_editor.c,editor/plugins/text_shader_editor.c,37,41,112,190,241221,editor/plugins/text_shader_editor.c,37,41,112,190,241221
editor/debugger/editor_visual_profiler.c,editor/debugger/editor_visual_profiler.c,14,18,38,70,107834,editor/debugger/editor_visual_profiler.c,14,18,38,70,107834
servers/rendering/renderer_rd/storage_rd/particles_storage.c,servers/rendering/renderer_rd/storage_rd/particles_storage.c,7,29,113,149,195538,servers/rendering/renderer_rd/storage_rd/particles_storage.c,17,29,113,159,193777
thirdparty/jolt_physics/jolt/physics/constraints/sliderconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/SliderConstraint.c,0,0,4,4,75325,thirdparty/jolt_physics/Jolt/Physics/Constraints/SliderConstraint.c,0,0,4,4,75325
servers/rendering/renderer_rd/renderer_compositor_rd.c,servers/rendering/renderer_rd/renderer_compositor_rd.c,0,7,23,30,42561,servers/rendering/renderer_rd/renderer_compositor_rd.c,2,7,23,32,42073
modules/jolt_physics/spaces/jolt_physics_direct_space_state_3d.c,modules/jolt_physics/spaces/jolt_physics_direct_space_state_3d.c,8,8,49,65,110191,modules/jolt_physics/spaces/jolt_physics_direct_space_state_3d.c,11,8,49,68,109192
modules/noise/editor/noise_editor_plugin.c,modules/noise/editor/noise_editor_plugin.c,12,2,17,31,56151,modules/noise/editor/noise_editor_plugin.c,13,2,17,32,55671
modules/jolt_physics/joints/jolt_joint_3d.c,modules/jolt_physics/joints/jolt_joint_3d.c,0,0,1,1,9946,modules/jolt_physics/joints/jolt_joint_3d.c,1,0,1,2,9770
thirdparty/jolt_physics/jolt/physics/collision/shape/staticcompoundshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/StaticCompoundShape.c,17,10,31,58,142876,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/StaticCompoundShape.c,17,10,31,58,142880
scene/resources/3d/fog_material.c,scene/resources/3d/fog_material.c,5,0,18,23,62930,scene/resources/3d/fog_material.c,6,0,18,24,62692
main/performance.c,main/performance.c,2,7,33,42,102353,main/performance.c,3,7,33,43,101945
thirdparty/etcpak/processrgb.c,thirdparty/etcpak/ProcessRGB.c,3,18,85,106,100523,thirdparty/etcpak/ProcessRGB.c,6,18,85,109,100517
servers/rendering/renderer_rd/storage_rd/mesh_storage.c,servers/rendering/renderer_rd/storage_rd/mesh_storage.c,6,40,110,156,198424,servers/rendering/renderer_rd/storage_rd/mesh_storage.c,26,40,110,176,197180
thirdparty/manifold/src/properties.c,thirdparty/manifold/src/properties.c,6,8,52,66,48650,thirdparty/manifold/src/properties.c,18,8,52,78,45277
core/math/transform_3d.c,core/math/transform_3d.c,0,0,1,1,16765,core/math/transform_3d.c,2,0,1,3,16466
modules/gltf/register_types.c,modules/gltf/register_types.c,21,8,35,64,126041,modules/gltf/register_types.c,28,8,35,71,123903
editor/editor_settings_dialog.c,editor/editor_settings_dialog.c,14,38,76,128,163639,editor/editor_settings_dialog.c,14,38,76,128,163639
thirdparty/icu4c/common/rbbirb.c,thirdparty/icu4c/common/rbbirb.c,0,3,2,5,5304,thirdparty/icu4c/common/rbbirb.c,2,3,2,7,5037
thirdparty/harfbuzz/src/hb-face.c,thirdparty/harfbuzz/src/hb-face.c,1,23,71,95,75524,thirdparty/harfbuzz/src/hb-face.c,10,23,71,104,73694
scene/3d/node_3d.c,scene/3d/node_3d.c,9,5,24,38,256357,scene/3d/node_3d.c,12,5,24,41,255354
modules/upnp/upnp_device_miniupnp.c,modules/upnp/upnp_device_miniupnp.c,4,0,5,9,22072,modules/upnp/upnp_device_miniupnp.c,6,0,5,11,20628
scene/resources/3d/height_map_shape_3d.c,scene/resources/3d/height_map_shape_3d.c,5,1,29,35,87146,scene/resources/3d/height_map_shape_3d.c,6,1,29,36,86686
thirdparty/jolt_physics/jolt/physics/body/bodycreationsettings.c,thirdparty/jolt_physics/Jolt/Physics/Body/BodyCreationSettings.c,7,7,16,30,31843,thirdparty/jolt_physics/Jolt/Physics/Body/BodyCreationSettings.c,7,7,16,30,31843
scene/main/node.c,scene/main/node.c,74,70,175,319,747851,scene/main/node.c,74,70,175,319,747851
editor/editor_about.c,editor/editor_about.c,20,11,19,50,86270,editor/editor_about.c,30,10,18,58,84186
editor/debugger/editor_debugger_node.c,editor/debugger/editor_debugger_node.c,17,47,64,128,184259,editor/debugger/editor_debugger_node.c,17,47,64,128,184259
editor/gui/scene_tree_editor.c,editor/gui/scene_tree_editor.c,25,63,113,201,305281,editor/gui/scene_tree_editor.c,25,63,113,201,305281
editor/plugins/parallax_background_editor_plugin.c,editor/plugins/parallax_background_editor_plugin.c,10,2,12,24,42965,editor/plugins/parallax_background_editor_plugin.c,13,2,12,27,42665
thirdparty/cvtt/convectionkernels_s3tc.c,thirdparty/cvtt/ConvectionKernels_S3TC.c,1,5,105,111,104186,thirdparty/cvtt/ConvectionKernels_S3TC.c,10,5,105,120,103109
editor/history_dock.c,editor/history_dock.c,13,15,26,54,67562,editor/history_dock.c,18,15,26,59,67169
scene/3d/physics/physics_body_3d.c,scene/3d/physics/physics_body_3d.c,9,1,25,35,88199,scene/3d/physics/physics_body_3d.c,13,1,25,39,87500
thirdparty/icu4c/common/locid.c,thirdparty/icu4c/common/locid.c,0,13,16,29,57052,thirdparty/icu4c/common/locid.c,0,13,16,29,57052
editor/plugins/tiles/tile_map_layer_editor.c,editor/plugins/tiles/tile_map_layer_editor.c,88,116,309,513,529302,editor/plugins/tiles/tile_map_layer_editor.c,88,116,309,513,529302
thirdparty/icu4c/common/bytestrieiterator.c,thirdparty/icu4c/common/bytestrieiterator.c,0,0,2,2,9447,thirdparty/icu4c/common/bytestrieiterator.c,1,0,2,3,9328
thirdparty/wslay/wslay_frame.c,thirdparty/wslay/wslay_frame.c,0,0,5,5,7697,thirdparty/wslay/wslay_frame.c,4,0,5,9,7560
thirdparty/embree/common/sys/thread.c,thirdparty/embree/common/sys/thread.c,4,1,11,16,17527,thirdparty/embree/common/sys/thread.c,52,1,11,64,13489
modules/godot_physics_2d/godot_body_2d.c,modules/godot_physics_2d/godot_body_2d.c,0,1,24,25,28439,modules/godot_physics_2d/godot_body_2d.c,3,1,24,28,27833
thirdparty/icu4c/common/utrie2_builder.c,thirdparty/icu4c/common/utrie2_builder.c,4,7,41,52,18375,thirdparty/icu4c/common/utrie2_builder.c,16,7,41,64,17187
servers/text_server.c,servers/text_server.c,9,17,189,215,1054015,servers/text_server.c,14,17,189,220,1051389
editor/plugins/physical_bone_3d_editor_plugin.c,editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16,34918,editor/plugins/physical_bone_3d_editor_plugin.c,9,2,5,16,34906
