file,File,for loops,while loops,do-while loops,total,File,for/loops,while/loops,do-while/loops,total
modules/navigation/2d/nav_mesh_generator_2d.c,modules/navigation/2d/nav_mesh_generator_2d.c,35,29,94,64,modules/navigation/2d/nav_mesh_generator_2d.c,35,29,94,158
editor/plugins/shader_file_editor_plugin.c,editor/plugins/shader_file_editor_plugin.c,16,32,64,48,editor/plugins/shader_file_editor_plugin.c,16,32,64,112
modules/gltf/editor/editor_scene_exporter_gltf_plugin.c,modules/gltf/editor/editor_scene_exporter_gltf_plugin.c,11,11,36,22,modules/gltf/editor/editor_scene_exporter_gltf_plugin.c,11,11,36,58
thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,2,1,35,3,thirdparty/libwebp/src/dsp/lossless_enc_sse2.c,9,1,35,45
modules/godot_physics_3d/joints/godot_cone_twist_joint_3d.c,modules/godot_physics_3d/joints/godot_cone_twist_joint_3d.c,0,4,12,4,modules/godot_physics_3d/joints/godot_cone_twist_joint_3d.c,2,4,12,18
thirdparty/zstd/decompress/huf_decompress_amd64.c,thirdparty/zstd/decompress/huf_decompress_amd64.c,4,1,1,5,thirdparty/zstd/decompress/huf_decompress_amd64.c,5,1,1,7
thirdparty/libwebp/src/dsp/lossless_enc.c,thirdparty/libwebp/src/dsp/lossless_enc.c,12,2,33,14,thirdparty/libwebp/src/dsp/lossless_enc.c,18,2,33,53
editor/editor_properties_vector.c,editor/editor_properties_vector.c,18,7,17,25,editor/editor_properties_vector.c,18,7,17,42
thirdparty/mbedtls/library/ecjpake.c,thirdparty/mbedtls/library/ecjpake.c,1,0,3,1,thirdparty/mbedtls/library/ecjpake.c,5,0,3,8
platform/web/export/editor_http_server.c,platform/web/export/editor_http_server.c,3,2,16,5,platform/web/export/editor_http_server.c,5,2,16,23
editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,20,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,38
core/object/message_queue.c,core/object/message_queue.c,3,15,42,18,core/object/message_queue.c,4,15,42,61
thirdparty/thorvg/src/loaders/jpg/tvgjpgd.c,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,11,19,98,30,thirdparty/thorvg/src/loaders/jpg/tvgJpgd.c,17,19,98,134
modules/gdscript/gdscript_cache.c,modules/gdscript/gdscript_cache.c,3,16,87,19,modules/gdscript/gdscript_cache.c,7,16,87,110
drivers/gles3/storage/material_storage.c,drivers/gles3/storage/material_storage.c,6,122,312,128,drivers/gles3/storage/material_storage.c,19,123,311,453
servers/rendering/renderer_scene_render.c,servers/rendering/renderer_scene_render.c,0,0,6,0,servers/rendering/renderer_scene_render.c,1,0,6,7
thirdparty/jolt_physics/jolt/geometry/orientedbox.c,thirdparty/jolt_physics/Jolt/Geometry/OrientedBox.c,0,0,5,0,thirdparty/jolt_physics/Jolt/Geometry/OrientedBox.c,1,0,5,6
thirdparty/libvorbis/block.c,thirdparty/libvorbis/block.c,3,9,19,12,thirdparty/libvorbis/block.c,4,9,19,32
modules/websocket/websocket_multiplayer_peer.c,modules/websocket/websocket_multiplayer_peer.c,5,14,32,19,modules/websocket/websocket_multiplayer_peer.c,9,13,32,54
modules/openxr/editor/openxr_action_set_editor.c,modules/openxr/editor/openxr_action_set_editor.c,13,6,21,19,modules/openxr/editor/openxr_action_set_editor.c,13,6,21,40
thirdparty/icu4c/common/bmpset.c,thirdparty/icu4c/common/bmpset.c,4,7,22,11,thirdparty/icu4c/common/bmpset.c,5,7,22,34
servers/audio/effects/audio_effect_filter.c,servers/audio/effects/audio_effect_filter.c,7,0,29,7,servers/audio/effects/audio_effect_filter.c,7,0,29,36
thirdparty/manifold/src/csg_tree.c,thirdparty/manifold/src/csg_tree.c,9,31,67,40,thirdparty/manifold/src/csg_tree.c,9,31,67,107
thirdparty/glslang/glslang/machineindependent/shaderlang.c,thirdparty/glslang/glslang/MachineIndependent/ShaderLang.c,18,71,108,89,thirdparty/glslang/glslang/MachineIndependent/ShaderLang.c,25,44,89,158
thirdparty/clipper2/src/clipper.engine.c,thirdparty/clipper2/src/clipper.engine.c,25,94,206,119,thirdparty/clipper2/src/clipper.engine.c,26,94,206,326
thirdparty/embree/kernels/common/alloc.c,thirdparty/embree/kernels/common/alloc.c,0,11,26,11,thirdparty/embree/kernels/common/alloc.c,5,11,26,42
scene/gui/margin_container.c,scene/gui/margin_container.c,7,1,7,8,scene/gui/margin_container.c,9,1,7,17
thirdparty/libwebp/src/enc/picture_rescale_enc.c,thirdparty/libwebp/src/enc/picture_rescale_enc.c,0,0,1,0,thirdparty/libwebp/src/enc/picture_rescale_enc.c,2,0,1,3
modules/godot_physics_2d/godot_physics_server_2d.c,modules/godot_physics_2d/godot_physics_server_2d.c,5,13,45,18,modules/godot_physics_2d/godot_physics_server_2d.c,21,13,45,79
servers/navigation_server_2d.c,servers/navigation_server_2d.c,12,7,40,19,servers/navigation_server_2d.c,12,7,40,59
thirdparty/icu4c/common/locid.c,thirdparty/icu4c/common/locid.c,0,13,16,13,thirdparty/icu4c/common/locid.c,0,13,16,29
thirdparty/jolt_physics/jolt/physics/constraints/pathconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraint.c,0,0,12,0,thirdparty/jolt_physics/Jolt/Physics/Constraints/PathConstraint.c,0,0,12,12
modules/gdscript/editor/gdscript_docgen.c,modules/gdscript/editor/gdscript_docgen.c,2,24,94,26,modules/gdscript/editor/gdscript_docgen.c,12,24,94,130
modules/openxr/editor/openxr_select_action_dialog.c,modules/openxr/editor/openxr_select_action_dialog.c,14,3,7,17,modules/openxr/editor/openxr_select_action_dialog.c,14,3,7,24
thirdparty/clipper2/src/clipper.offset.c,thirdparty/clipper2/src/clipper.offset.c,11,34,104,45,thirdparty/clipper2/src/clipper.offset.c,12,34,104,150
thirdparty/jolt_physics/jolt/trianglesplitter/trianglesplitterbinning.c,thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterBinning.c,0,0,10,0,thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterBinning.c,8,0,10,18
editor/plugins/canvas_item_editor_plugin.c,editor/plugins/canvas_item_editor_plugin.c,61,82,211,143,editor/plugins/canvas_item_editor_plugin.c,61,82,211,354
modules/gdscript/gdscript_function.c,modules/gdscript/gdscript_function.c,5,12,61,17,modules/gdscript/gdscript_function.c,11,12,60,83
thirdparty/jolt_physics/jolt/physics/character/charactervirtual.c,thirdparty/jolt_physics/Jolt/Physics/Character/CharacterVirtual.c,18,17,28,35,thirdparty/jolt_physics/Jolt/Physics/Character/CharacterVirtual.c,23,17,28,68
scene/gui/item_list.c,scene/gui/item_list.c,16,24,82,40,scene/gui/item_list.c,16,24,82,122
modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,7,11,51,18,modules/godot_physics_3d/godot_broad_phase_3d_bvh.c,7,11,51,69
scene/resources/surface_tool.c,scene/resources/surface_tool.c,6,25,88,31,scene/resources/surface_tool.c,14,25,88,127
thirdparty/wslay/wslay_frame.c,thirdparty/wslay/wslay_frame.c,0,0,5,0,thirdparty/wslay/wslay_frame.c,4,0,5,9
drivers/pulseaudio/audio_driver_pulseaudio.c,drivers/pulseaudio/audio_driver_pulseaudio.c,2,13,12,15,drivers/pulseaudio/audio_driver_pulseaudio.c,4,13,12,29
servers/rendering/renderer_rd/renderer_canvas_render_rd.c,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,7,48,189,55,servers/rendering/renderer_rd/renderer_canvas_render_rd.c,16,46,183,245
thirdparty/glslang/glslang/machineindependent/parsehelper.c,thirdparty/glslang/glslang/MachineIndependent/ParseHelper.c,102,68,211,170,thirdparty/glslang/glslang/MachineIndependent/ParseHelper.c,116,67,211,394
thirdparty/icu4c/common/utrie2.c,thirdparty/icu4c/common/utrie2.c,2,1,7,3,thirdparty/icu4c/common/utrie2.c,12,1,7,20
thirdparty/libwebp/src/mux/anim_encode.c,thirdparty/libwebp/src/mux/anim_encode.c,4,6,21,10,thirdparty/libwebp/src/mux/anim_encode.c,7,6,21,34
thirdparty/jolt_physics/jolt/trianglesplitter/trianglesplitterlongestaxis.c,thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterLongestAxis.c,0,0,2,0,thirdparty/jolt_physics/Jolt/TriangleSplitter/TriangleSplitterLongestAxis.c,1,0,2,3
thirdparty/mbedtls/library/sha256.c,thirdparty/mbedtls/library/sha256.c,4,0,10,4,thirdparty/mbedtls/library/sha256.c,6,0,10,16
servers/audio/effects/audio_effect_eq.c,servers/audio/effects/audio_effect_eq.c,9,8,29,17,servers/audio/effects/audio_effect_eq.c,9,8,29,46
scene/gui/control.c,scene/gui/control.c,10,89,232,99,scene/gui/control.c,22,89,233,344
thirdparty/icu4c/common/uloc_tag.c,thirdparty/icu4c/common/uloc_tag.c,1,29,52,30,thirdparty/icu4c/common/uloc_tag.c,4,29,52,85
thirdparty/zstd/decompress/zstd_decompress_block.c,thirdparty/zstd/decompress/zstd_decompress_block.c,7,4,114,11,thirdparty/zstd/decompress/zstd_decompress_block.c,28,4,114,146
editor/editor_log.c,editor/editor_log.c,19,16,45,35,editor/editor_log.c,19,16,45,80
core/io/http_client_tcp.c,core/io/http_client_tcp.c,3,3,26,6,core/io/http_client_tcp.c,4,3,26,33
drivers/gles3/shader_gles3.c,drivers/gles3/shader_gles3.c,4,48,144,52,drivers/gles3/shader_gles3.c,21,48,144,213
thirdparty/thorvg/src/renderer/sw_engine/tvgswmempool.c,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,0,0,1,0,thirdparty/thorvg/src/renderer/sw_engine/tvgSwMemPool.c,5,0,1,6
drivers/vulkan/rendering_device_driver_vulkan.c,drivers/vulkan/rendering_device_driver_vulkan.c,68,61,307,129,drivers/vulkan/rendering_device_driver_vulkan.c,88,61,307,456
thirdparty/freetype/src/psaux/psaux.c,thirdparty/freetype/src/psaux/psaux.c,15,29,71,44,thirdparty/freetype/src/psaux/psaux.c,20,29,71,120
modules/multiplayer/multiplayer_spawner.c,modules/multiplayer/multiplayer_spawner.c,5,18,35,23,modules/multiplayer/multiplayer_spawner.c,7,18,35,60
thirdparty/freetype/src/sfnt/sfnt.c,thirdparty/freetype/src/sfnt/sfnt.c,14,44,141,58,thirdparty/freetype/src/sfnt/sfnt.c,27,44,141,212
editor/plugins/bit_map_editor_plugin.c,editor/plugins/bit_map_editor_plugin.c,18,0,6,18,editor/plugins/bit_map_editor_plugin.c,18,0,6,24
scene/2d/light_2d.c,scene/2d/light_2d.c,7,1,12,8,scene/2d/light_2d.c,9,1,12,22
editor/gui/editor_run_bar.c,editor/gui/editor_run_bar.c,9,11,26,20,editor/gui/editor_run_bar.c,9,11,26,46
thirdparty/harfbuzz/src/hb-subset-cff-common.c,thirdparty/harfbuzz/src/hb-subset-cff-common.c,6,5,29,11,thirdparty/harfbuzz/src/hb-subset-cff-common.c,7,5,29,41
editor/plugins/gizmos/joint_3d_gizmo_plugin.c,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,5,9,12,14,editor/plugins/gizmos/joint_3d_gizmo_plugin.c,15,9,12,36
thirdparty/icu4c/common/uloc.c,thirdparty/icu4c/common/uloc.c,2,15,24,17,thirdparty/icu4c/common/uloc.c,16,15,24,55
platform/ios/export/export_plugin.c,platform/ios/export/export_plugin.c,25,29,137,54,platform/ios/export/export_plugin.c,28,29,137,194
scene/resources/3d/primitive_meshes.c,scene/resources/3d/primitive_meshes.c,25,28,109,53,scene/resources/3d/primitive_meshes.c,39,28,111,178
editor/editor_sectioned_inspector.c,editor/editor_sectioned_inspector.c,13,9,20,22,editor/editor_sectioned_inspector.c,13,9,20,42
editor/window_wrapper.c,editor/window_wrapper.c,15,13,18,28,editor/window_wrapper.c,15,13,18,46
thirdparty/graphite/src/segment.c,thirdparty/graphite/src/Segment.c,5,3,23,8,thirdparty/graphite/src/Segment.c,7,3,23,33
thirdparty/graphite/src/justifier.c,thirdparty/graphite/src/Justifier.c,1,1,10,2,thirdparty/graphite/src/Justifier.c,2,1,10,13
modules/enet/enet_packet_peer.c,modules/enet/enet_packet_peer.c,4,1,29,5,modules/enet/enet_packet_peer.c,4,1,29,34
thirdparty/libwebp/src/dsp/yuv_sse2.c,thirdparty/libwebp/src/dsp/yuv_sse2.c,0,0,25,0,thirdparty/libwebp/src/dsp/yuv_sse2.c,1,0,25,26
thirdparty/thorvg/src/renderer/tvgpaint.c,thirdparty/thorvg/src/renderer/tvgPaint.c,1,3,8,4,thirdparty/thorvg/src/renderer/tvgPaint.c,5,3,8,16
scene/resources/gradient.c,scene/resources/gradient.c,4,12,56,16,scene/resources/gradient.c,5,12,56,73
modules/gltf/gltf_document.c,modules/gltf/gltf_document.c,111,134,447,245,modules/gltf/gltf_document.c,119,132,443,694
thirdparty/jolt_physics/jolt/physics/ragdoll/ragdoll.c,thirdparty/jolt_physics/Jolt/Physics/Ragdoll/Ragdoll.c,16,14,57,30,thirdparty/jolt_physics/Jolt/Physics/Ragdoll/Ragdoll.c,16,14,57,87
thirdparty/miniupnpc/src/igd_desc_parse.c,thirdparty/miniupnpc/src/igd_desc_parse.c,4,0,0,4,thirdparty/miniupnpc/src/igd_desc_parse.c,5,0,0,5
thirdparty/jolt_physics/jolt/physics/collision/shape/triangleshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TriangleShape.c,0,0,4,0,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/TriangleShape.c,0,0,4,4
servers/movie_writer/movie_writer.c,servers/movie_writer/movie_writer.c,3,4,43,7,servers/movie_writer/movie_writer.c,4,4,43,51
thirdparty/embree/common/sys/thread.c,thirdparty/embree/common/sys/thread.c,4,1,11,5,thirdparty/embree/common/sys/thread.c,52,1,11,64
thirdparty/freetype/src/cid/type1cid.c,thirdparty/freetype/src/cid/type1cid.c,1,4,19,5,thirdparty/freetype/src/cid/type1cid.c,2,4,19,25
thirdparty/openxr/src/loader/loader_logger.c,thirdparty/openxr/src/loader/loader_logger.c,7,16,17,23,thirdparty/openxr/src/loader/loader_logger.c,9,16,17,42
thirdparty/mbedtls/library/sha1.c,thirdparty/mbedtls/library/sha1.c,5,0,6,5,thirdparty/mbedtls/library/sha1.c,7,0,6,13
thirdparty/harfbuzz/src/hb-ot-face.c,thirdparty/harfbuzz/src/hb-ot-face.c,0,8,12,8,thirdparty/harfbuzz/src/hb-ot-face.c,2,8,12,22
scene/gui/progress_bar.c,scene/gui/progress_bar.c,5,0,14,5,scene/gui/progress_bar.c,6,0,14,20
thirdparty/jolt_physics/jolt/physics/softbody/softbodymotionproperties.c,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyMotionProperties.c,21,17,51,38,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyMotionProperties.c,32,17,51,100
core/io/resource.c,core/io/resource.c,11,14,65,25,core/io/resource.c,15,14,65,94
servers/rendering/renderer_rd/storage_rd/texture_storage.c,servers/rendering/renderer_rd/storage_rd/texture_storage.c,6,66,183,72,servers/rendering/renderer_rd/storage_rd/texture_storage.c,30,66,182,278
servers/rendering/shader_language.c,servers/rendering/shader_language.c,30,177,536,207,servers/rendering/shader_language.c,57,178,531,766
thirdparty/jolt_physics/jolt/physics/physicssystem.c,thirdparty/jolt_physics/Jolt/Physics/PhysicsSystem.c,22,25,98,47,thirdparty/jolt_physics/Jolt/Physics/PhysicsSystem.c,37,25,98,160
thirdparty/icu4c/common/bytestrieiterator.c,thirdparty/icu4c/common/bytestrieiterator.c,0,0,2,0,thirdparty/icu4c/common/bytestrieiterator.c,1,0,2,3
main/performance.c,main/performance.c,2,7,33,9,main/performance.c,3,7,33,43
thirdparty/mbedtls/library/nist_kw.c,thirdparty/mbedtls/library/nist_kw.c,2,1,6,3,thirdparty/mbedtls/library/nist_kw.c,3,1,6,10
editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,7,2,12,9,editor/plugins/gizmos/gpu_particles_collision_3d_gizmo_plugin.c,14,2,12,28
core/math/a_star.c,core/math/a_star.c,4,33,92,37,core/math/a_star.c,4,33,92,129
platform/linuxbsd/os_linuxbsd.c,platform/linuxbsd/os_linuxbsd.c,5,13,28,18,platform/linuxbsd/os_linuxbsd.c,6,13,28,47
thirdparty/icu4c/common/lstmbe.c,thirdparty/icu4c/common/lstmbe.c,2,6,16,8,thirdparty/icu4c/common/lstmbe.c,5,6,16,27
core/variant/callable.c,core/variant/callable.c,1,11,17,12,core/variant/callable.c,3,11,17,31
scene/main/node.c,scene/main/node.c,75,71,175,146,scene/main/node.c,75,71,175,321
platform/linuxbsd/freedesktop_portal_desktop.c,platform/linuxbsd/freedesktop_portal_desktop.c,4,13,57,17,platform/linuxbsd/freedesktop_portal_desktop.c,8,13,57,78
thirdparty/libwebp/src/dec/idec_dec.c,thirdparty/libwebp/src/dec/idec_dec.c,0,0,3,0,thirdparty/libwebp/src/dec/idec_dec.c,1,0,3,4
thirdparty/harfbuzz/src/hb-ft.c,thirdparty/harfbuzz/src/hb-ft.c,3,1,11,4,thirdparty/harfbuzz/src/hb-ft.c,4,1,11,16
thirdparty/jpeg-compressor/jpge.c,thirdparty/jpeg-compressor/jpge.c,9,8,55,17,thirdparty/jpeg-compressor/jpge.c,15,8,55,78
thirdparty/libwebp/src/enc/alpha_enc.c,thirdparty/libwebp/src/enc/alpha_enc.c,0,0,4,0,thirdparty/libwebp/src/enc/alpha_enc.c,1,0,4,5
thirdparty/meshoptimizer/simplifier.c,thirdparty/meshoptimizer/simplifier.c,3,13,80,16,thirdparty/meshoptimizer/simplifier.c,4,13,80,97
scene/2d/camera_2d.c,scene/2d/camera_2d.c,5,11,20,16,scene/2d/camera_2d.c,5,11,20,36
editor/plugins/path_2d_editor_plugin.c,editor/plugins/path_2d_editor_plugin.c,11,4,22,15,editor/plugins/path_2d_editor_plugin.c,11,4,22,37
editor/debugger/script_editor_debugger.c,editor/debugger/script_editor_debugger.c,25,50,142,75,editor/debugger/script_editor_debugger.c,25,50,142,217
thirdparty/mbedtls/library/psa_crypto_pake.c,thirdparty/mbedtls/library/psa_crypto_pake.c,1,0,0,1,thirdparty/mbedtls/library/psa_crypto_pake.c,3,0,0,3
thirdparty/glslang/spirv/inreadableorder.c,thirdparty/glslang/SPIRV/InReadableOrder.c,2,5,3,7,thirdparty/glslang/SPIRV/InReadableOrder.c,4,5,3,12
thirdparty/zlib/deflate.c,thirdparty/zlib/deflate.c,2,8,18,10,thirdparty/zlib/deflate.c,5,8,18,31
thirdparty/astcenc/astcenc_partition_tables.c,thirdparty/astcenc/astcenc_partition_tables.c,1,2,10,3,thirdparty/astcenc/astcenc_partition_tables.c,3,2,10,15
editor/plugins/font_config_plugin.c,editor/plugins/font_config_plugin.c,34,44,80,78,editor/plugins/font_config_plugin.c,34,44,80,158
thirdparty/jolt_physics/jolt/physics/softbody/softbodycreationsettings.c,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyCreationSettings.c,7,8,13,15,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyCreationSettings.c,11,8,13,32
scene/3d/navigation_agent_3d.c,scene/3d/navigation_agent_3d.c,10,8,26,18,scene/3d/navigation_agent_3d.c,10,8,26,44
modules/cvtt/image_compress_cvtt.c,modules/cvtt/image_compress_cvtt.c,2,0,13,2,modules/cvtt/image_compress_cvtt.c,3,0,13,16
thirdparty/manifold/src/impl.c,thirdparty/manifold/src/impl.c,15,40,91,55,thirdparty/manifold/src/impl.c,24,40,91,155
core/io/logger.c,core/io/logger.c,0,2,15,2,core/io/logger.c,1,2,15,18
scene/gui/button.c,scene/gui/button.c,6,2,10,8,scene/gui/button.c,6,2,10,18
